pitcher,player_name,pitch_type,game_year,woba_num,woba_denom,wOBAA,xwOBAA,BB,HBP,singles,doubles,triples,HR,K
650671,"Quijada, José",FF,2022,32.4661,94,0.3454,0.2851,14,1,8,5,0,4,31
650893,"Cabrera, Génesis",FC,2024,19.943,77,0.259,0.2726,6,0,10,6,0,0,19
650893,"Cabrera, Génesis",FF,2022,27.4154,63,0.4352,0.4262,10,2,9,2,0,4,6
650893,"Cabrera, Génesis",FF,2023,27.5223,72,0.3823,0.3473,10,0,5,4,0,5,19
650895,"Castillo, Diego",SL,2022,24.3676,100,0.2437,0.2315,7,0,12,2,0,3,36
650911,"Sánchez, Cristopher",CH,2023,23.0698,106,0.2176,0.2202,4,0,10,2,0,4,47
650911,"Sánchez, Cristopher",CH,2024,32.1628,173,0.1859,0.1957,4,0,23,6,0,1,50
650911,"Sánchez, Cristopher",CH,2025,43.5857,214,0.2037,0.2135,6,3,22,11,0,2,78
650911,"Sánchez, Cristopher",SI,2022,27.985,90,0.3109,0.3512,12,2,11,4,0,2,16
650911,"Sánchez, Cristopher",SI,2023,53.2533,134,0.3974,0.3604,5,0,25,11,0,6,16
650911,"Sánchez, Cristopher",SI,2024,60.0485,177,0.3393,0.3544,12,0,40,9,0,3,19
650911,"Sánchez, Cristopher",SI,2025,78.3694,269,0.2913,0.3501,24,1,53,9,0,3,35
650911,"Sánchez, Cristopher",SL,2024,16.4411,64,0.2569,0.227,3,0,7,1,0,3,22
650911,"Sánchez, Cristopher",SL,2025,29.8228,82,0.3637,0.3153,2,1,12,6,0,4,23
656061,"Abreu, Albert",SI,2022,18.8529,68,0.2772,0.2847,8,1,13,2,0,0,8
656061,"Abreu, Albert",SI,2023,48.4384,123,0.3938,0.3496,18,4,18,8,0,4,29
656061,"Abreu, Albert",SL,2023,14.1998,64,0.2219,0.2763,7,1,4,1,0,2,19
656222,"Beeks, Jalen",CH,2022,18.9225,81,0.2336,0.2416,5,0,9,3,1,1,26
656222,"Beeks, Jalen",CH,2023,21.5274,70,0.3075,0.3028,4,0,12,5,0,1,18
656222,"Beeks, Jalen",FF,2022,23.4648,77,0.3047,0.3173,8,2,7,3,0,3,17
656222,"Beeks, Jalen",FF,2023,28.0273,81,0.346,0.3146,15,0,8,4,0,3,15
656222,"Beeks, Jalen",FF,2024,52.4999,156,0.3365,0.3101,17,1,36,7,0,1,20
656222,"Beeks, Jalen",FF,2025,28.6896,77,0.3726,0.3853,7,2,11,5,0,3,13
656232,"Bielak, Brandon",CH,2023,17.8864,73,0.245,0.2994,5,2,10,4,0,0,17
656232,"Bielak, Brandon",FF,2023,36.313,98,0.3705,0.3809,17,1,9,5,1,4,16
656234,"Bird, Jake",CU,2023,15.4233,66,0.2337,0.1929,0,2,5,2,0,3,34
656234,"Bird, Jake",SI,2022,28.4653,92,0.3094,0.3647,13,2,12,2,1,2,7
656234,"Bird, Jake",SI,2023,49.2623,159,0.3098,0.3597,13,2,36,6,0,1,17
656234,"Bird, Jake",SI,2024,22.9931,73,0.315,0.3807,10,2,11,5,0,0,9
656234,"Bird, Jake",SI,2025,32.5815,79,0.4124,0.3928,11,0,16,4,0,3,8
656240,"Blewett, Scott",SL,2025,29.4348,69,0.4266,0.349,7,0,14,1,0,5,13
656257,"Brigham, Jeff",ST,2023,17.9529,61,0.2943,0.2855,6,1,3,3,0,3,15
656271,"Burke, Brock",FF,2022,43.3918,159,0.2729,0.2834,15,2,15,6,0,5,49
656271,"Burke, Brock",FF,2023,33.0024,111,0.2973,0.2733,2,2,15,3,1,5,21
656271,"Burke, Brock",FF,2024,28.4842,65,0.4382,0.2982,5,2,5,8,1,3,19
656271,"Burke, Brock",FF,2025,25.8874,82,0.3157,0.3595,7,2,10,4,1,2,21
656288,"Canning, Griffin",CH,2023,35.3571,124,0.2851,0.3054,8,1,17,5,1,3,24
656288,"Canning, Griffin",CH,2024,30.7403,118,0.2605,0.2672,8,1,14,7,1,1,20
656288,"Canning, Griffin",CH,2025,15.4497,71,0.2176,0.3133,8,0,10,0,0,1,12
656288,"Canning, Griffin",FF,2023,48.0732,132,0.3642,0.3547,10,1,15,4,1,9,30
656288,"Canning, Griffin",FF,2024,57.3233,141,0.4065,0.385,13,1,13,9,2,9,19
656288,"Canning, Griffin",SL,2023,42.4904,155,0.2741,0.2579,8,3,26,7,0,2,52
656288,"Canning, Griffin",SL,2024,38.5311,110,0.3503,0.3156,12,0,18,3,0,5,32
656288,"Canning, Griffin",SL,2025,31.307,88,0.3558,0.3715,7,0,18,4,1,2,18
656302,"Cease, Dylan",FF,2022,71.9778,214,0.3363,0.3166,31,0,30,10,0,6,50
656302,"Cease, Dylan",FF,2023,86.2879,244,0.3536,0.3354,27,4,43,9,3,6,51
656302,"Cease, Dylan",FF,2024,90.7599,279,0.3253,0.3433,40,1,38,15,0,6,57
656302,"Cease, Dylan",FF,2025,87.5949,241,0.3635,0.3371,27,2,33,14,1,9,56
656302,"Cease, Dylan",KC,2022,21.0014,72,0.2917,0.2624,6,0,8,6,0,1,27
656302,"Cease, Dylan",KC,2023,36.7355,86,0.4272,0.3796,3,1,12,8,2,4,18
656302,"Cease, Dylan",SL,2022,53.8857,285,0.1891,0.2068,21,3,23,4,0,6,107
656302,"Cease, Dylan",SL,2023,66.5976,240,0.2775,0.2942,20,3,33,10,0,5,82
656302,"Cease, Dylan",SL,2024,60.0123,312,0.1923,0.2009,15,0,26,15,1,3,127
656302,"Cease, Dylan",SL,2025,79.0894,258,0.3065,0.2651,21,0,35,15,0,7,100
656353,"Davidson, Tucker",FF,2022,29.3291,77,0.3809,0.4039,13,1,11,5,0,2,2
656353,"Davidson, Tucker",SL,2022,24.1086,80,0.3014,0.2857,9,1,10,4,1,1,22
656353,"Davidson, Tucker",SL,2023,32.3319,88,0.3674,0.3725,7,0,18,8,0,1,15
656354,"Davis, Austin",FF,2022,32.5168,87,0.3738,0.3847,17,0,10,4,2,2,17
656354,"Davis, Austin",ST,2022,24.1441,82,0.2944,0.3147,7,5,14,2,0,1,22
656412,"Faedo, Alex",FF,2022,49.6675,107,0.4642,0.4209,14,1,19,9,0,5,17
656412,"Faedo, Alex",FF,2023,26.6714,84,0.3175,0.3578,8,0,7,3,0,5,14
656412,"Faedo, Alex",FF,2024,29.1892,80,0.3649,0.3025,13,1,7,2,0,5,20
656412,"Faedo, Alex",SL,2022,22.1136,77,0.2872,0.294,7,0,12,4,0,1,20
656412,"Faedo, Alex",SL,2023,22.8096,64,0.3564,0.2551,5,0,7,5,0,3,20
656427,"Flaherty, Jack",FF,2023,86.6469,246,0.3522,0.3419,33,5,46,9,1,5,64
656427,"Flaherty, Jack",FF,2024,85.7682,270,0.3177,0.3357,19,3,43,8,2,9,76
656427,"Flaherty, Jack",FF,2025,97.9161,276,0.3548,0.3688,29,1,43,11,0,12,65
656427,"Flaherty, Jack",KC,2023,33.4698,120,0.2789,0.2715,9,2,9,9,0,3,42
656427,"Flaherty, Jack",KC,2024,19.4227,121,0.1605,0.2006,2,0,14,3,0,1,52
656427,"Flaherty, Jack",KC,2025,43.2664,155,0.2791,0.2384,10,1,16,10,0,4,62
656427,"Flaherty, Jack",SL,2023,75.3891,186,0.4053,0.3931,17,2,33,15,1,6,27
656427,"Flaherty, Jack",SL,2024,60.6301,174,0.3484,0.2966,15,0,19,5,1,11,47
656427,"Flaherty, Jack",SL,2025,42.5899,148,0.2878,0.3038,14,1,21,7,1,2,38
656458,"Gilbreath, Lucas",FF,2022,30.0394,91,0.3301,0.3439,17,2,13,4,0,1,18
656464,"Ginkel, Kevin",FF,2023,21.636,78,0.2774,0.3003,9,1,5,5,0,2,16
656464,"Ginkel, Kevin",FF,2024,28.9293,103,0.2809,0.2923,8,0,18,5,0,1,21
656464,"Ginkel, Kevin",SL,2023,14.5576,80,0.182,0.1819,2,0,5,5,0,1,29
656464,"Ginkel, Kevin",SL,2024,22.9635,72,0.3189,0.2665,2,0,12,5,0,2,28
656529,"Hentges, Sam",FF,2022,20.5449,69,0.2978,0.2894,8,1,10,5,0,0,14
656546,"Hoffman, Jeff",FF,2022,21.5205,74,0.2908,0.3228,9,0,11,2,1,1,14
656546,"Hoffman, Jeff",FF,2024,19.3466,70,0.2764,0.3212,4,0,6,2,1,3,21
656546,"Hoffman, Jeff",FF,2025,29.6653,68,0.4363,0.4088,8,0,6,2,0,7,18
656546,"Hoffman, Jeff",SL,2023,6.4412,68,0.0947,0.1383,3,1,2,0,0,1,32
656550,"Holmes, Grant",CU,2025,18.3472,73,0.2513,0.2671,11,1,9,1,0,1,27
656550,"Holmes, Grant",FF,2024,30.3904,96,0.3166,0.3107,6,1,16,4,0,3,19
656550,"Holmes, Grant",FF,2025,58.946,133,0.4432,0.4367,19,4,21,6,0,8,22
656550,"Holmes, Grant",SL,2024,23.0252,85,0.2709,0.2838,3,0,16,4,0,1,22
656550,"Holmes, Grant",SL,2025,37.3744,178,0.21,0.2493,13,0,22,3,0,3,64
656557,"Houck, Tanner",FF,2022,20.0539,61,0.3288,0.4016,10,1,10,2,0,1,11
656557,"Houck, Tanner",FS,2024,27.8348,124,0.2245,0.2682,7,0,19,4,0,1,17
656557,"Houck, Tanner",SI,2022,19.3655,69,0.2807,0.2754,2,3,18,1,0,0,11
656557,"Houck, Tanner",SI,2023,46.2757,121,0.3824,0.3321,10,0,19,11,0,4,18
656557,"Houck, Tanner",SI,2024,47.7196,154,0.3099,0.3779,11,5,33,6,0,1,28
656557,"Houck, Tanner",SL,2022,17.9995,71,0.2535,0.2957,5,1,8,2,0,2,22
656557,"Houck, Tanner",SL,2023,40.5056,154,0.263,0.2881,14,2,16,6,0,4,47
656557,"Houck, Tanner",ST,2024,46.4984,177,0.2627,0.2934,6,5,26,6,0,4,53
656578,"Jackson, Andre",CH,2023,31.4608,76,0.414,0.3813,5,0,8,4,1,6,20
656605,"Keller, Mitch",CU,2022,28.0097,78,0.3591,0.2937,5,1,12,5,0,3,16
656605,"Keller, Mitch",FC,2023,60.1215,148,0.4062,0.3662,9,2,29,11,0,6,22
656605,"Keller, Mitch",FC,2024,36.2139,79,0.4584,0.4133,7,2,9,3,1,7,6
656605,"Keller, Mitch",FF,2022,53.2984,160,0.3331,0.3015,15,2,30,6,0,4,40
656605,"Keller, Mitch",FF,2023,47.0985,159,0.2962,0.2807,16,0,11,9,1,6,69
656605,"Keller, Mitch",FF,2024,59.3425,174,0.341,0.3415,15,2,28,11,2,3,43
656605,"Keller, Mitch",FF,2025,75.2161,217,0.3466,0.362,18,6,32,13,1,6,42
656605,"Keller, Mitch",SI,2022,42.4211,128,0.3314,0.3681,13,4,25,7,1,0,8
656605,"Keller, Mitch",SI,2023,44.9561,141,0.3188,0.2918,6,7,29,6,0,2,24
656605,"Keller, Mitch",SI,2024,57.1768,168,0.3403,0.2927,12,3,31,6,1,5,34
656605,"Keller, Mitch",SI,2025,32.5668,111,0.2934,0.2848,6,3,15,9,0,1,17
656605,"Keller, Mitch",SL,2024,29.7219,70,0.4246,0.3666,2,1,12,5,2,3,12
656605,"Keller, Mitch",SL,2025,42.7001,112,0.3813,0.3345,11,0,17,9,0,4,19
656605,"Keller, Mitch",ST,2022,20.2538,90,0.225,0.2726,5,2,13,2,0,1,35
656605,"Keller, Mitch",ST,2023,32.8949,109,0.3018,0.3269,7,1,17,5,0,3,31
656605,"Keller, Mitch",ST,2024,37.3252,132,0.2828,0.2718,7,4,17,4,2,3,44
656605,"Keller, Mitch",ST,2025,39.8294,147,0.2709,0.2697,3,1,22,5,0,5,43
656629,"Kopech, Michael",FF,2022,71.4468,242,0.2952,0.3145,31,1,27,6,1,8,55
656629,"Kopech, Michael",FF,2023,99.092,259,0.3826,0.3762,48,6,30,10,0,12,57
656629,"Kopech, Michael",FF,2024,49.5251,164,0.302,0.3017,22,3,19,3,0,6,56
656629,"Kopech, Michael",SL,2022,38.628,108,0.3577,0.3453,9,0,15,6,0,5,17
656629,"Kopech, Michael",SL,2023,47.9683,126,0.3807,0.3391,6,1,16,5,1,9,32
656638,"Lange, Alex",KC,2022,21.8286,97,0.225,0.1967,6,1,8,3,1,2,50
656638,"Lange, Alex",KC,2023,31.4219,119,0.264,0.2761,19,3,10,4,0,2,37
656638,"Lange, Alex",SI,2022,25.7094,70,0.3673,0.3933,11,3,11,1,1,2,9
656641,"Latz, Jacob",FF,2024,26.3805,82,0.3217,0.3566,13,1,11,3,0,2,17
656641,"Latz, Jacob",FF,2025,32.4715,105,0.3093,0.3588,10,0,13,3,1,4,24
656657,"Logue, Zach",FF,2022,50.6395,115,0.4403,0.4302,13,0,13,11,1,6,21
656730,"Megill, Trevor",FF,2022,26.8788,84,0.32,0.3615,10,0,17,5,0,0,14
656730,"Megill, Trevor",FF,2023,29.7557,91,0.327,0.3152,10,1,17,5,0,1,25
656730,"Megill, Trevor",FF,2024,22.3527,83,0.2693,0.3003,6,1,11,3,0,2,19
656730,"Megill, Trevor",FF,2025,27.7636,76,0.3653,0.3836,8,0,12,6,0,2,20
656731,"Megill, Tylor",CH,2023,26.3096,70,0.3759,0.392,7,1,14,2,0,3,10
656731,"Megill, Tylor",FF,2022,25.686,66,0.3892,0.3707,5,0,15,2,0,3,15
656731,"Megill, Tylor",FF,2023,79.8843,216,0.3698,0.407,22,4,41,10,0,7,30
656731,"Megill, Tylor",FF,2024,33.5888,113,0.2972,0.3183,17,2,11,8,0,1,34
656731,"Megill, Tylor",FF,2025,34.1675,106,0.3223,0.3419,17,1,14,2,1,3,39
656731,"Megill, Tylor",SL,2023,29.1228,85,0.3426,0.3292,4,0,14,4,0,4,24
656756,"Montgomery, Jordan",CH,2022,36.1045,117,0.3086,0.2678,4,0,19,8,1,2,19
656756,"Montgomery, Jordan",CH,2023,35.4479,121,0.293,0.2845,5,0,14,10,0,3,30
656756,"Montgomery, Jordan",CH,2024,28.8535,61,0.473,0.3908,5,0,8,5,0,5,11
656756,"Montgomery, Jordan",CU,2022,25.1879,102,0.2469,0.2462,1,5,7,4,0,4,47
656756,"Montgomery, Jordan",CU,2023,34.0596,121,0.2815,0.2463,4,1,12,7,1,4,40
656756,"Montgomery, Jordan",CU,2024,32.7062,100,0.3271,0.282,4,1,11,12,1,1,21
656756,"Montgomery, Jordan",FF,2022,32.2063,96,0.3355,0.3432,6,1,13,7,0,3,21
656756,"Montgomery, Jordan",FF,2024,22.5624,66,0.3419,0.3407,4,1,14,4,0,1,9
656756,"Montgomery, Jordan",SI,2022,53.2707,181,0.2943,0.326,14,0,33,6,1,3,30
656756,"Montgomery, Jordan",SI,2023,74.1266,251,0.2953,0.3213,20,1,38,12,1,5,38
656756,"Montgomery, Jordan",SI,2024,47.2431,125,0.3779,0.3934,12,0,29,5,1,3,7
656793,"Nelson, Nick",CH,2022,19.8004,62,0.3194,0.2406,4,0,11,6,0,0,18
656793,"Nelson, Nick",FF,2022,31.3934,95,0.3305,0.3459,12,0,18,5,0,1,17
656794,"Newcomb, Sean",FF,2022,18.6872,66,0.2831,0.3198,13,0,7,2,0,1,14
656794,"Newcomb, Sean",FF,2025,24.5049,86,0.2849,0.3016,8,0,13,3,0,2,26
656794,"Newcomb, Sean",SI,2025,23.1936,75,0.3092,0.3263,8,0,19,2,0,0,8
656794,"Newcomb, Sean",SV,2025,16.1126,74,0.2177,0.222,0,2,10,3,0,1,33
656849,"Peterson, David",CH,2025,18.9911,71,0.2675,0.2914,9,0,7,4,0,1,10
656849,"Peterson, David",CU,2025,15.1929,69,0.2202,0.2999,8,1,7,3,0,0,23
656849,"Peterson, David",FF,2022,38.898,116,0.3353,0.3386,21,0,18,3,0,3,23
656849,"Peterson, David",FF,2024,18.7005,76,0.2461,0.2837,8,0,12,3,0,0,23
656849,"Peterson, David",FF,2025,35.7639,101,0.3541,0.3854,7,1,14,7,0,4,23
656849,"Peterson, David",SI,2023,28.5775,78,0.3664,0.3808,9,1,16,2,1,2,9
656849,"Peterson, David",SI,2024,31.1943,109,0.2862,0.376,13,2,16,3,0,2,13
656849,"Peterson, David",SI,2025,53.3828,150,0.3559,0.3594,21,1,31,9,0,1,11
656849,"Peterson, David",SL,2022,31.1005,118,0.2636,0.2448,5,5,11,6,0,3,60
656849,"Peterson, David",SL,2023,26.0141,79,0.3293,0.3023,5,2,11,4,0,3,34
656849,"Peterson, David",SL,2024,18.1206,67,0.2705,0.2793,1,1,11,2,0,2,21
656849,"Peterson, David",SL,2025,34.8,118,0.2949,0.2758,3,2,18,6,2,2,50
656876,"Rasmussen, Drew",FC,2022,35.981,121,0.2974,0.3177,6,0,20,6,0,3,20
656876,"Rasmussen, Drew",FC,2025,32.5822,144,0.2263,0.2704,6,2,17,1,0,5,28
656876,"Rasmussen, Drew",FF,2022,35.8733,128,0.2803,0.2873,4,0,16,6,1,4,22
656876,"Rasmussen, Drew",FF,2025,50.5875,164,0.3085,0.3165,14,0,25,5,0,6,37
656876,"Rasmussen, Drew",SI,2025,34.0066,126,0.2699,0.3198,7,2,22,4,0,2,24
656876,"Rasmussen, Drew",ST,2022,29.6966,110,0.27,0.3286,10,1,13,4,1,2,29
656945,"Scott, Tanner",FF,2023,25.467,95,0.2681,0.2604,9,0,10,7,0,1,33
656945,"Scott, Tanner",FF,2024,18.6013,101,0.1842,0.2634,14,0,8,1,0,1,28
656945,"Scott, Tanner",FF,2025,24.6524,86,0.2867,0.3181,5,1,8,2,1,4,22
656945,"Scott, Tanner",SL,2022,42.2146,146,0.2891,0.2995,16,3,21,3,1,3,47
656945,"Scott, Tanner",SL,2023,25.0116,113,0.2213,0.2078,5,2,16,2,0,2,43
656945,"Scott, Tanner",SL,2024,21.7773,82,0.2656,0.2805,5,0,15,1,0,2,26
656970,"Smeltzer, Devin",CH,2022,16.7114,69,0.2422,0.231,2,0,9,4,0,1,7
656970,"Smeltzer, Devin",FF,2022,22.1468,61,0.3631,0.3263,7,0,11,1,0,3,12
656986,"Sousa, Bennett",SL,2025,14.3624,67,0.2144,0.2097,3,0,4,5,0,1,27
657006,"Steele, Justin",FF,2022,66.5419,171,0.3891,0.3431,23,0,39,10,1,2,28
657006,"Steele, Justin",FF,2023,107.37,348,0.3085,0.3182,24,2,64,17,2,5,69
657006,"Steele, Justin",FF,2024,91.43,269,0.3399,0.3034,29,1,45,14,0,7,56
657006,"Steele, Justin",SL,2022,16.0572,104,0.1544,0.1966,4,2,12,0,0,1,46
657006,"Steele, Justin",SL,2023,53.0305,211,0.2513,0.2367,4,4,27,10,0,5,69
657006,"Steele, Justin",SL,2024,32.0061,159,0.2013,0.2127,5,1,17,5,0,3,50
657024,"Swanson, Erik",FF,2022,13.4764,65,0.2073,0.2251,6,0,7,3,0,0,20
657024,"Swanson, Erik",FS,2023,27.3085,121,0.2257,0.2434,9,0,10,3,0,4,41
657044,"Thompson, Ryan",SI,2024,41.7949,131,0.319,0.327,7,0,27,3,2,3,13
657044,"Thompson, Ryan",SI,2025,22.2596,60,0.371,0.3488,6,0,16,4,0,0,7
657053,"Toussaint, Touki",CU,2023,14.8405,80,0.1855,0.2621,6,2,6,2,0,1,32
657053,"Toussaint, Touki",FF,2023,33.12,78,0.4246,0.4586,22,2,12,5,0,1,14
657053,"Toussaint, Touki",FS,2023,14.5526,60,0.2425,0.2791,2,0,8,0,1,2,18
657053,"Toussaint, Touki",SI,2023,29.5886,79,0.3745,0.4046,16,1,15,0,0,3,6
657093,"Watkins, Spenser",FC,2022,40.9912,116,0.3534,0.3125,8,0,26,7,0,2,23
657093,"Watkins, Spenser",FF,2022,48.2203,145,0.3326,0.371,13,2,20,6,1,5,11
657093,"Watkins, Spenser",ST,2022,17.5352,66,0.2657,0.279,0,0,5,6,0,2,12
657097,"Webb, Jacob",CH,2025,22.439,66,0.34,0.3125,3,0,13,0,0,4,12
657097,"Webb, Jacob",FF,2023,23.9003,97,0.2464,0.3309,15,3,7,2,0,2,28
657097,"Webb, Jacob",FF,2024,31.4974,92,0.3424,0.3689,21,1,7,4,0,3,25
657097,"Webb, Jacob",FF,2025,21.6309,79,0.2738,0.305,12,1,6,3,0,2,23
657140,"Wright, Kyle",CH,2022,14.0006,86,0.1628,0.2613,4,0,6,3,0,1,24
657140,"Wright, Kyle",FF,2022,43.0041,95,0.4527,0.3932,14,1,18,3,0,6,19
657140,"Wright, Kyle",KC,2022,53.1167,184,0.2887,0.2853,11,2,29,5,1,5,61
657140,"Wright, Kyle",KC,2023,19.2651,68,0.2833,0.2973,5,1,3,3,1,3,23
657140,"Wright, Kyle",SI,2022,43.7038,150,0.2914,0.3236,14,4,24,4,0,3,18
657240,"Merryweather, Julian",FF,2023,39.9389,114,0.3503,0.4038,26,0,18,2,0,3,27
657240,"Merryweather, Julian",SL,2023,25.9483,100,0.2595,0.2347,4,1,14,3,0,3,43
657248,"Otto, Glenn",FF,2022,43.5145,112,0.3885,0.4,23,1,17,2,0,5,18
657248,"Otto, Glenn",KC,2022,24.9122,65,0.3833,0.3437,6,0,10,4,0,3,10
657248,"Otto, Glenn",SI,2022,32.6831,103,0.3173,0.3554,13,6,11,2,1,3,14
657248,"Otto, Glenn",ST,2022,40.3897,137,0.2948,0.2646,4,4,14,5,1,6,44
657277,"Webb, Logan",CH,2022,50.8542,220,0.2312,0.2702,14,1,29,8,1,2,57
657277,"Webb, Logan",CH,2023,92.2234,375,0.2459,0.2612,13,0,65,14,1,4,80
657277,"Webb, Logan",CH,2024,96.3032,295,0.3265,0.3728,14,0,57,12,1,9,51
657277,"Webb, Logan",CH,2025,49.3259,174,0.2835,0.259,7,0,24,14,2,1,58
657277,"Webb, Logan",SI,2022,68.3014,184,0.3712,0.3482,16,2,35,17,0,2,24
657277,"Webb, Logan",SI,2023,77.964,214,0.3643,0.3711,11,1,44,10,2,7,33
657277,"Webb, Logan",SI,2024,84.737,297,0.2853,0.3071,22,2,59,10,3,1,48
657277,"Webb, Logan",SI,2025,75.6605,231,0.3275,0.3497,15,3,43,7,0,8,37
657277,"Webb, Logan",ST,2022,43.2504,178,0.243,0.2488,10,2,23,6,2,2,51
657277,"Webb, Logan",ST,2023,34.5367,122,0.2831,0.3107,4,3,16,4,1,4,44
657277,"Webb, Logan",ST,2024,35.0752,135,0.2598,0.2795,4,0,20,10,0,1,38
657277,"Webb, Logan",ST,2025,47.1438,149,0.3164,0.3285,8,1,28,10,0,2,38
657376,"Schmidt, Clarke",FC,2023,53.424,145,0.3684,0.2973,10,1,21,11,0,6,23
657376,"Schmidt, Clarke",FC,2024,36.5551,121,0.3021,0.2915,10,1,19,5,0,3,34
657376,"Schmidt, Clarke",FC,2025,29.9848,92,0.3259,0.2988,11,0,9,5,1,3,14
657376,"Schmidt, Clarke",KC,2023,25.318,98,0.2583,0.2455,4,4,11,3,0,3,40
657376,"Schmidt, Clarke",KC,2024,8.8458,60,0.1474,0.1991,3,2,7,0,0,0,25
657376,"Schmidt, Clarke",SI,2023,37.1478,121,0.307,0.365,9,2,19,6,1,2,14
657376,"Schmidt, Clarke",SI,2024,24.9949,61,0.4098,0.4332,5,3,9,3,2,2,9
657376,"Schmidt, Clarke",ST,2023,53.2377,124,0.4293,0.3596,10,1,12,11,0,9,27
657376,"Schmidt, Clarke",ST,2024,17.6557,62,0.2848,0.246,4,1,10,1,0,2,15
657508,"Baumann, Mike",FF,2022,27.8726,70,0.3982,0.3651,5,0,19,3,0,2,7
657508,"Baumann, Mike",FF,2023,28.0806,87,0.3228,0.3906,15,0,12,2,1,2,12
657508,"Baumann, Mike",FF,2024,30.3679,69,0.4401,0.3638,6,3,9,1,2,5,7
657508,"Baumann, Mike",KC,2023,14.1923,68,0.2087,0.2506,6,0,8,3,0,0,28
657508,"Baumann, Mike",KC,2024,23.0162,85,0.2708,0.2403,6,0,15,2,1,1,33
657514,"Bernardino, Brennan",SI,2023,33.566,112,0.2997,0.33,12,1,17,2,1,3,28
657514,"Bernardino, Brennan",SI,2024,21.5751,65,0.3319,0.3119,5,2,10,3,0,2,20
657514,"Bernardino, Brennan",SI,2025,20.6023,80,0.2575,0.34,13,1,10,3,0,0,11
657571,"Ferguson, Caleb",FF,2022,19.4962,73,0.2671,0.2777,12,0,7,3,0,1,22
657571,"Ferguson, Caleb",FF,2023,50.1381,152,0.3299,0.3194,16,6,33,4,1,1,38
657571,"Ferguson, Caleb",FF,2024,40.3469,92,0.4386,0.3795,13,0,13,7,0,5,25
657571,"Ferguson, Caleb",FF,2025,23.5796,67,0.3519,0.3034,7,0,9,7,0,1,16
657612,"Hill, Tim",FF,2023,24.969,70,0.3567,0.3425,7,2,10,3,0,3,12
657612,"Hill, Tim",SI,2022,23.6428,74,0.3195,0.2978,4,0,19,4,0,0,6
657612,"Hill, Tim",SI,2023,30.1211,67,0.4496,0.3664,5,0,22,3,0,2,3
657612,"Hill, Tim",SI,2024,49.5429,159,0.3116,0.3109,10,2,46,3,0,0,10
657612,"Hill, Tim",SI,2025,54.9194,181,0.3034,0.3005,11,0,32,7,0,5,21
657649,"Koenig, Jared",SI,2024,27.5388,103,0.2674,0.3037,13,1,17,2,0,1,25
657649,"Koenig, Jared",SI,2025,20.7154,98,0.2114,0.2406,8,1,12,4,0,0,28
657746,"Ryan, Joe",FF,2022,76.347,263,0.2903,0.3152,27,5,29,10,1,7,65
657746,"Ryan, Joe",FF,2023,99.0035,293,0.3379,0.2748,14,0,39,13,1,16,93
657746,"Ryan, Joe",FF,2024,50.3352,198,0.2542,0.2543,12,2,16,8,3,5,62
657746,"Ryan, Joe",FF,2025,77.2369,248,0.3114,0.2901,15,4,29,9,0,12,74
657746,"Ryan, Joe",FS,2023,60.4638,186,0.3251,0.3066,8,1,25,11,0,8,40
657746,"Ryan, Joe",FS,2024,20.5085,94,0.2182,0.2372,1,0,10,3,0,3,23
657746,"Ryan, Joe",SI,2025,32.7266,74,0.4423,0.3829,12,3,7,6,0,4,18
657746,"Ryan, Joe",SL,2022,38.8136,100,0.3881,0.2936,5,1,12,6,1,6,30
657746,"Ryan, Joe",ST,2024,20.6475,69,0.2992,0.1923,1,0,8,3,1,3,21
657756,"Seabold, Connor",FF,2023,86.4566,187,0.4623,0.3897,16,3,31,14,2,11,28
657756,"Seabold, Connor",SL,2023,49.2586,106,0.4647,0.339,7,3,14,9,0,8,15
658648,"Avila, Pedro",CH,2024,23.762,98,0.2425,0.3045,9,0,13,2,0,2,32
658648,"Avila, Pedro",FF,2023,22.2501,61,0.3648,0.3981,13,0,7,3,0,2,8
658648,"Avila, Pedro",FF,2024,40.3433,118,0.3419,0.3594,16,0,15,5,1,4,22
659262,"Espinoza, Anderson",FF,2022,25.723,65,0.3957,0.3769,13,4,5,1,0,4,13
659275,"Lamet, Dinelson",SL,2022,11.7893,60,0.1965,0.1953,1,1,3,4,0,1,32
660261,"Fujinami, Shintaro",FF,2023,59.8904,161,0.372,0.3778,32,5,22,8,1,3,25
660261,"Fujinami, Shintaro",FS,2023,17.4079,66,0.2638,0.2474,3,1,8,3,1,1,23
660271,"Ohtani, Shohei",FF,2022,50.5405,143,0.3534,0.3448,15,0,29,6,1,3,28
660271,"Ohtani, Shohei",FF,2023,29.5686,118,0.2506,0.3108,20,3,12,1,0,2,35
660271,"Ohtani, Shohei",FS,2022,11.7206,90,0.1302,0.0988,1,0,4,2,0,2,60
660271,"Ohtani, Shohei",ST,2022,42.0394,189,0.2224,0.2405,14,1,19,4,1,4,67
660271,"Ohtani, Shohei",ST,2023,36.4882,145,0.2516,0.2378,11,3,7,4,0,7,55
660730,"Rodriguez, Elvin",FF,2022,29.0591,64,0.454,0.4454,11,1,6,5,0,4,9
660761,"Suarez, José",CH,2022,35.1536,120,0.2929,0.2578,6,0,17,9,0,2,35
660761,"Suarez, José",FF,2022,43.3384,113,0.3835,0.3559,11,1,21,5,1,4,23
