pitcher,player_name,pitch_type,game_year,woba_num,woba_denom,wOBAA,xwOBAA,BB,HBP,singles,doubles,triples,HR,K
593423,"Montas, Frankie",SL,2022,23.3672,60,0.3895,0.3323,0,0,11,3,0,4,12
593576,"Neris, Héctor",FF,2022,27.5937,81,0.3407,0.3613,9,1,7,6,0,3,19
593576,"Neris, Héctor",FF,2023,29.5033,106,0.2783,0.3119,17,1,8,2,0,4,31
593576,"Neris, Héctor",FF,2024,28.3919,85,0.334,0.3164,10,0,7,5,0,4,20
593576,"Neris, Héctor",FS,2023,15.2607,64,0.2384,0.2354,6,0,8,2,0,1,21
593576,"Neris, Héctor",FS,2024,20.3584,76,0.2679,0.2462,6,0,8,2,0,3,28
593958,"Rodriguez, Eduardo",CH,2023,25.1521,86,0.2925,0.3106,4,0,18,4,0,1,17
593958,"Rodriguez, Eduardo",CH,2025,35.7391,99,0.361,0.3095,5,0,24,4,0,3,12
593958,"Rodriguez, Eduardo",FC,2022,18.1436,66,0.2749,0.2841,4,0,9,6,0,0,11
593958,"Rodriguez, Eduardo",FC,2023,27.7823,72,0.3859,0.3876,7,1,5,5,0,5,11
593958,"Rodriguez, Eduardo",FC,2025,24.2222,76,0.3187,0.3056,7,0,15,2,0,2,11
593958,"Rodriguez, Eduardo",FF,2022,23.5106,100,0.2351,0.3165,9,0,17,3,0,0,18
593958,"Rodriguez, Eduardo",FF,2023,55.4579,173,0.3206,0.3369,20,0,31,7,2,2,37
593958,"Rodriguez, Eduardo",FF,2024,30.0693,80,0.3759,0.3638,10,1,8,7,0,3,19
593958,"Rodriguez, Eduardo",FF,2025,90.5624,233,0.3887,0.3725,27,1,37,16,1,8,56
593958,"Rodriguez, Eduardo",SI,2022,23.1288,75,0.3084,0.314,13,0,9,4,0,1,21
593958,"Rodriguez, Eduardo",SI,2023,10.2991,67,0.1537,0.2085,3,1,5,1,0,1,28
593974,"Peralta, Wandy",CH,2022,18.7454,72,0.2604,0.2658,6,0,12,2,0,1,17
593974,"Peralta, Wandy",CH,2023,27.2567,79,0.345,0.3923,16,1,7,0,1,4,19
593974,"Peralta, Wandy",CH,2025,28.304,96,0.2948,0.2718,6,0,16,3,0,3,27
593974,"Peralta, Wandy",SI,2025,31.2004,104,0.3,0.3738,16,1,19,4,0,0,18
594577,"Mayers, Mike",FF,2022,27.5871,77,0.3583,0.3615,7,1,6,2,0,6,19
594580,"Moll, Sam",ST,2022,16.7992,81,0.2074,0.2116,3,0,4,3,0,3,30
594580,"Moll, Sam",ST,2023,13.3982,62,0.2161,0.216,5,5,4,3,0,0,20
594798,"deGrom, Jacob",FF,2022,24.0634,86,0.2798,0.2831,5,0,10,2,0,4,28
594798,"deGrom, Jacob",FF,2025,80.4512,266,0.3024,0.3023,16,3,24,9,0,15,68
594798,"deGrom, Jacob",SL,2022,16.1816,94,0.1721,0.1731,2,0,7,3,0,2,51
594798,"deGrom, Jacob",SL,2025,60.3906,231,0.2614,0.2913,13,0,29,7,1,7,64
594835,"Gonzales, Marco",CH,2022,75.9422,234,0.3245,0.2736,12,0,34,13,0,9,37
594835,"Gonzales, Marco",CH,2023,14.3671,63,0.228,0.2959,3,0,9,2,0,1,13
594835,"Gonzales, Marco",FC,2022,48.0107,119,0.4035,0.3674,4,1,19,12,0,5,7
594835,"Gonzales, Marco",FF,2022,76.2729,218,0.3499,0.3709,25,3,30,7,0,10,30
594902,"Lively, Ben",FF,2023,51.1744,95,0.5387,0.4764,10,1,21,4,0,9,9
594902,"Lively, Ben",FF,2024,42.0838,110,0.3826,0.3916,21,2,11,2,1,6,13
594902,"Lively, Ben",SI,2023,23.8422,74,0.3222,0.2754,4,2,14,1,0,3,22
594902,"Lively, Ben",SI,2024,48.8998,139,0.3518,0.2966,6,2,20,6,1,7,32
594902,"Lively, Ben",ST,2023,15.7114,63,0.2494,0.3315,4,0,7,2,0,2,16
594902,"Lively, Ben",ST,2024,18.3207,77,0.2379,0.2316,3,0,9,3,0,2,17
595345,"Okert, Steven",FF,2023,26.0053,74,0.3514,0.3526,5,2,12,2,1,3,17
595345,"Okert, Steven",FF,2025,24.8396,75,0.3312,0.3498,7,1,15,2,0,2,10
595345,"Okert, Steven",SL,2022,31.0124,106,0.2926,0.261,14,4,9,2,0,4,38
595345,"Okert, Steven",SL,2023,32.569,122,0.267,0.2273,10,0,12,7,0,3,45
595345,"Okert, Steven",SL,2024,14.3713,63,0.2281,0.2553,7,2,3,3,0,1,21
595345,"Okert, Steven",SL,2025,22.491,122,0.1844,0.2172,4,1,11,4,0,2,47
595881,"Beede, Tyler",CH,2022,14.3873,65,0.2213,0.2653,5,1,5,3,0,1,12
595881,"Beede, Tyler",FF,2022,22.9068,69,0.332,0.3658,7,0,18,1,0,1,4
596001,"Junis, Jakob",SI,2022,36.7556,90,0.4084,0.3711,5,1,20,7,1,2,12
596001,"Junis, Jakob",SI,2023,36.6623,69,0.5313,0.362,6,2,13,7,1,4,10
596001,"Junis, Jakob",SL,2022,52.9979,185,0.2865,0.2737,13,1,15,16,0,4,57
596001,"Junis, Jakob",SL,2023,56.0341,192,0.2918,0.2795,10,3,23,9,0,7,62
596001,"Junis, Jakob",SL,2024,13.3047,74,0.1798,0.27,3,0,3,3,0,2,17
596001,"Junis, Jakob",SL,2025,17.4665,74,0.236,0.2585,2,1,8,3,0,2,24
596057,"Norris, Daniel",FF,2022,25.4459,68,0.3742,0.371,11,1,5,3,0,4,14
596112,"Stephenson, Robert",FC,2023,13.6252,67,0.2034,0.1841,1,0,2,3,0,3,34
596112,"Stephenson, Robert",FF,2022,44.202,101,0.4376,0.3729,1,1,19,11,1,4,6
596112,"Stephenson, Robert",SL,2022,24.9658,95,0.2628,0.2682,7,0,8,3,0,4,39
596133,"Weaver, Luke",CH,2023,29.616,80,0.3702,0.3069,1,1,11,7,0,4,24
596133,"Weaver, Luke",CH,2024,16.8494,79,0.2133,0.2209,4,1,5,4,1,1,35
596133,"Weaver, Luke",FC,2024,21.8423,66,0.3309,0.3517,5,1,4,1,2,4,8
596133,"Weaver, Luke",FF,2022,32.3825,80,0.4048,0.405,8,3,13,9,0,1,20
596133,"Weaver, Luke",FF,2023,62.9151,164,0.3836,0.3449,18,2,19,10,0,9,35
596133,"Weaver, Luke",FF,2024,32.7971,113,0.2902,0.3135,14,1,12,3,0,4,34
596133,"Weaver, Luke",FF,2025,39.3555,116,0.3393,0.3202,9,0,15,5,0,6,31
596295,"Gomber, Austin",CH,2022,27.8864,80,0.3486,0.3152,4,0,17,1,0,4,10
596295,"Gomber, Austin",CH,2023,26.4537,82,0.3226,0.3144,4,0,15,5,0,2,4
596295,"Gomber, Austin",CH,2024,30.8553,100,0.3086,0.3161,3,0,21,3,0,3,10
596295,"Gomber, Austin",FF,2022,78.886,167,0.4724,0.4118,17,1,32,17,3,5,18
596295,"Gomber, Austin",FF,2023,92.9179,185,0.5023,0.4589,18,2,31,13,2,14,19
596295,"Gomber, Austin",FF,2024,82.8876,197,0.4207,0.412,20,1,23,10,3,13,23
596295,"Gomber, Austin",FF,2025,43.284,80,0.541,0.4263,5,0,13,9,0,7,5
596295,"Gomber, Austin",KC,2022,22.8772,82,0.279,0.2244,2,0,9,3,0,4,23
596295,"Gomber, Austin",KC,2023,20.358,82,0.2483,0.252,3,0,10,4,0,2,30
596295,"Gomber, Austin",KC,2024,35.3846,148,0.2391,0.2574,6,0,16,10,0,2,42
596295,"Gomber, Austin",SL,2022,29.8826,117,0.2554,0.3178,6,0,16,4,0,3,28
596295,"Gomber, Austin",SL,2023,25.0936,76,0.3302,0.3456,2,1,14,5,0,2,7
596295,"Gomber, Austin",SL,2024,41.3243,105,0.3936,0.3721,6,0,13,7,0,7,17
598287,"Ramirez, Noé",CH,2022,22.1413,61,0.363,0.3007,5,2,10,2,1,2,17
598287,"Ramirez, Noé",FF,2022,24.0644,60,0.4011,0.4015,15,0,6,2,0,3,15
600917,"Leclerc, José",FF,2022,26.7149,67,0.3987,0.3796,13,3,8,4,0,2,12
600917,"Leclerc, José",FF,2023,17.5413,61,0.2876,0.3502,11,0,6,1,0,2,15
600917,"Leclerc, José",FF,2024,16.675,61,0.2734,0.3263,9,2,6,2,0,1,16
600917,"Leclerc, José",SL,2022,15.0546,68,0.2214,0.1798,2,0,7,4,0,1,24
600917,"Leclerc, José",SL,2024,24.3186,81,0.3002,0.2573,2,0,12,6,0,2,36
600921,"Machado, Andrés",FF,2022,37.158,79,0.4704,0.3975,5,0,11,9,0,5,17
600921,"Machado, Andrés",SI,2022,13.3379,62,0.2151,0.3434,9,1,9,0,0,0,5
601713,"Pivetta, Nick",CU,2023,35.4397,115,0.3082,0.3273,4,1,15,4,0,6,35
601713,"Pivetta, Nick",CU,2025,28.7335,103,0.279,0.3462,4,0,13,6,0,3,19
601713,"Pivetta, Nick",FC,2022,19.364,89,0.2176,0.2685,7,0,7,5,0,1,17
601713,"Pivetta, Nick",FF,2022,104.092,285,0.3652,0.3482,37,2,29,23,0,10,58
601713,"Pivetta, Nick",FF,2023,76.8922,248,0.31,0.3157,25,4,21,12,1,10,75
601713,"Pivetta, Nick",FF,2024,69.6725,215,0.3241,0.3279,18,0,30,11,1,7,57
601713,"Pivetta, Nick",FF,2025,68.2399,253,0.2697,0.3156,22,1,28,5,0,10,72
601713,"Pivetta, Nick",KC,2022,48.3034,147,0.3286,0.3008,9,0,27,4,0,6,37
601713,"Pivetta, Nick",ST,2024,39.968,134,0.2983,0.2269,2,0,16,4,0,8,48
601713,"Pivetta, Nick",ST,2025,16.9513,85,0.1994,0.2091,4,0,10,1,0,2,29
605121,"Anderson, Justin",SL,2024,25.9498,80,0.3244,0.3186,7,1,10,4,0,3,26
605130,"Barlow, Scott",CU,2023,12.7432,60,0.2124,0.2282,4,0,6,4,0,0,22
605130,"Barlow, Scott",SL,2022,24.632,84,0.2932,0.2599,7,0,14,1,0,3,22
605130,"Barlow, Scott",SL,2023,12.804,72,0.1778,0.1983,5,1,6,0,1,1,24
605130,"Barlow, Scott",SL,2024,19.0111,74,0.2569,0.2676,14,0,5,5,0,0,21
605130,"Barlow, Scott",ST,2025,13.9068,63,0.2207,0.2321,5,0,4,2,0,2,24
605135,"Bassitt, Chris",CU,2022,12.4256,75,0.1657,0.2064,3,2,8,2,0,0,19
605135,"Bassitt, Chris",CU,2024,25.5508,77,0.3318,0.3623,7,3,11,4,0,2,15
605135,"Bassitt, Chris",CU,2025,21.7302,73,0.2977,0.2712,6,3,6,2,2,2,17
605135,"Bassitt, Chris",FC,2022,33.5482,109,0.3078,0.289,7,1,14,2,1,5,29
605135,"Bassitt, Chris",FC,2023,42.8138,89,0.4811,0.3532,6,1,13,8,0,7,25
605135,"Bassitt, Chris",FC,2024,28.166,111,0.2537,0.2895,9,3,13,2,0,3,32
605135,"Bassitt, Chris",FC,2025,31.6473,107,0.2958,0.3014,7,1,11,4,0,5,38
605135,"Bassitt, Chris",FF,2022,27.1602,101,0.2689,0.2521,4,2,19,2,0,2,42
605135,"Bassitt, Chris",SI,2022,70.7191,215,0.3289,0.3428,21,3,43,6,0,5,17
605135,"Bassitt, Chris",SI,2023,76.0278,256,0.297,0.3218,22,0,37,15,0,5,44
605135,"Bassitt, Chris",SI,2024,97.636,270,0.3616,0.3489,35,2,63,10,0,4,49
605135,"Bassitt, Chris",SI,2025,74.8818,211,0.3549,0.3655,15,4,45,12,0,4,34
605135,"Bassitt, Chris",ST,2023,18.512,62,0.2986,0.217,3,2,5,3,0,3,28
605154,"Brebbia, John",FF,2022,27.2897,89,0.3066,0.2568,4,0,9,4,1,4,30
605154,"Brebbia, John",FF,2024,25.2285,93,0.2713,0.3082,7,2,10,3,0,3,35
605154,"Brebbia, John",SL,2022,46.3908,137,0.3386,0.2829,8,0,21,13,2,1,17
605154,"Brebbia, John",SL,2023,29.223,80,0.3653,0.3082,4,0,6,4,1,6,19
605154,"Brebbia, John",SL,2024,48.7003,106,0.4594,0.383,9,1,19,7,0,7,23
605164,"Bundy, Dylan",CH,2022,38.0502,109,0.3491,0.3413,0,0,20,10,0,3,11
605164,"Bundy, Dylan",FF,2022,51.4116,152,0.3382,0.3507,12,1,27,5,1,5,21
605164,"Bundy, Dylan",SL,2022,44.9306,109,0.4122,0.3049,6,0,22,4,0,7,33
605177,"Chafin, Andrew",SI,2022,31.4504,87,0.3615,0.311,5,1,22,2,1,2,9
605177,"Chafin, Andrew",SI,2023,29.4858,77,0.3829,0.3454,7,1,10,4,2,3,9
605177,"Chafin, Andrew",SI,2024,29.3609,66,0.4449,0.3482,8,0,25,1,0,1,4
605177,"Chafin, Andrew",SL,2022,9.0433,67,0.135,0.1757,3,1,5,0,0,1,37
605177,"Chafin, Andrew",SL,2023,8.7143,67,0.1301,0.1623,7,0,4,1,0,0,39
605177,"Chafin, Andrew",SL,2024,15.0363,78,0.1928,0.1835,6,0,6,3,0,1,42
605182,"Clevinger, Mike",FF,2022,36.2149,120,0.3018,0.3498,11,2,15,3,1,4,24
605182,"Clevinger, Mike",FF,2023,88.6759,232,0.3822,0.338,22,3,36,15,1,9,45
605182,"Clevinger, Mike",SL,2023,32.6029,120,0.2717,0.2859,11,0,14,4,1,3,26
605194,"Cotton, Jharel",CH,2022,27.8634,84,0.3317,0.2788,11,0,7,4,0,4,27
605200,"Davies, Zach",CH,2022,40.3236,166,0.2429,0.2589,11,0,19,4,0,5,36
605200,"Davies, Zach",CH,2023,31.0916,91,0.3417,0.2948,6,0,14,5,1,3,25
605200,"Davies, Zach",SI,2022,73.6814,185,0.3983,0.3773,20,1,28,8,1,10,30
605200,"Davies, Zach",SI,2023,41.5238,95,0.4371,0.4287,12,1,19,8,0,3,7
605218,"Edwards Jr., Carl",FF,2022,38.4412,124,0.31,0.2856,13,0,17,3,0,5,34
605218,"Edwards Jr., Carl",FF,2023,21.4416,62,0.3458,0.3304,7,1,12,5,0,0,10
605242,"Fulmer, Michael",FC,2022,31.5254,119,0.2649,0.2821,7,1,17,6,1,1,26
605280,"Holmes, Clay",CH,2025,19.4815,90,0.2165,0.2748,5,0,15,3,0,0,24
605280,"Holmes, Clay",SI,2022,35.9249,127,0.2829,0.2818,11,5,17,7,0,1,29
605280,"Holmes, Clay",SI,2023,46.2586,146,0.3168,0.3051,19,1,28,7,1,0,22
605280,"Holmes, Clay",SI,2024,42.9933,120,0.3583,0.3423,11,2,28,7,0,1,17
605280,"Holmes, Clay",SI,2025,95.3175,277,0.3441,0.3725,38,6,49,12,0,5,31
605280,"Holmes, Clay",SL,2025,21.8301,65,0.3358,0.3668,2,0,10,0,0,5,13
605280,"Holmes, Clay",ST,2025,31.1444,106,0.2938,0.2821,6,3,13,6,1,2,28
605288,"Houser, Adrian",FF,2023,20.1706,75,0.2689,0.2752,6,0,8,6,1,0,20
605288,"Houser, Adrian",SI,2022,80.4293,227,0.3543,0.3773,26,2,39,16,1,3,25
605288,"Houser, Adrian",SI,2023,69.7258,226,0.3085,0.3278,17,0,46,7,0,5,47
605288,"Houser, Adrian",SI,2024,38.6641,106,0.3648,0.3433,10,4,19,7,0,2,15
605288,"Houser, Adrian",SI,2025,63.6837,177,0.3598,0.3384,16,2,35,9,1,4,21
605347,"López, Jorge",SI,2022,26.3134,102,0.258,0.2885,13,2,13,3,0,1,17
605347,"López, Jorge",SI,2023,24.6109,69,0.3567,0.3665,7,4,11,3,0,2,2
605397,"Musgrove, Joe",CU,2022,32.6047,104,0.3135,0.264,9,5,12,3,0,4,36
605397,"Musgrove, Joe",CU,2024,18.0289,61,0.2956,0.3326,5,2,9,1,0,2,20
605397,"Musgrove, Joe",FC,2022,28.6766,85,0.3374,0.29,5,2,7,8,0,3,4
605397,"Musgrove, Joe",FC,2024,24.229,77,0.3147,0.3163,4,0,17,2,0,2,12
605397,"Musgrove, Joe",FF,2022,35.9228,129,0.2785,0.2598,3,0,17,9,0,3,35
605397,"Musgrove, Joe",FF,2023,19.2539,70,0.2751,0.3111,5,2,12,2,0,1,14
605397,"Musgrove, Joe",FF,2024,28.2523,80,0.3532,0.3729,5,2,12,3,0,4,18
605397,"Musgrove, Joe",SL,2022,42.399,137,0.3095,0.299,5,5,18,5,1,5,44
605397,"Musgrove, Joe",ST,2024,21.8866,72,0.304,0.2578,5,3,5,4,0,3,23
605400,"Nola, Aaron",CH,2022,26.1717,85,0.3079,0.2848,1,1,17,6,0,1,17
605400,"Nola, Aaron",FF,2022,51.8912,183,0.2836,0.2736,9,2,17,8,0,8,53
605400,"Nola, Aaron",FF,2023,48.9359,135,0.3625,0.3038,11,1,11,12,1,6,34
605400,"Nola, Aaron",FF,2024,44.5436,169,0.2636,0.2808,23,1,12,6,0,5,42
605400,"Nola, Aaron",FF,2025,30.7055,67,0.4583,0.3983,6,1,7,3,1,6,11
605400,"Nola, Aaron",KC,2022,52.4997,184,0.2853,0.2277,3,4,25,13,1,3,63
605400,"Nola, Aaron",KC,2023,47.884,171,0.28,0.2666,10,0,22,5,0,7,54
605400,"Nola, Aaron",KC,2024,67.574,249,0.2714,0.2506,8,0,33,10,1,8,77
605400,"Nola, Aaron",KC,2025,34.582,92,0.3759,0.3152,7,0,16,4,1,4,30
605400,"Nola, Aaron",SI,2022,27.4707,140,0.1962,0.2443,8,1,17,4,0,1,41
605400,"Nola, Aaron",SI,2023,37.837,112,0.3378,0.342,8,0,23,5,0,3,19
605400,"Nola, Aaron",SI,2024,52.3654,148,0.3538,0.3192,5,1,31,4,0,7,30
605447,"Romano, Jordan",FF,2022,14.3919,75,0.1919,0.2602,7,1,10,1,0,0,23
605447,"Romano, Jordan",FF,2023,22.6386,62,0.3651,0.3318,8,0,8,3,0,3,19
605447,"Romano, Jordan",SL,2022,20.8372,87,0.2395,0.3025,6,2,13,2,0,1,23
605447,"Romano, Jordan",SL,2023,23.8454,96,0.2484,0.2643,5,1,16,2,1,1,28
605447,"Romano, Jordan",SL,2025,29.8643,75,0.3982,0.3023,5,0,11,4,0,5,17
605452,"Ross, Joe",SI,2024,34.1088,107,0.3188,0.3227,11,1,20,4,0,2,14
605452,"Ross, Joe",SL,2024,27.942,100,0.2794,0.3101,9,0,18,2,0,2,20
605463,"Scott, Tayler",FF,2024,26.0492,98,0.2658,0.255,16,1,5,2,1,3,31
605483,"Snell, Blake",CH,2023,26.6635,117,0.2279,0.2715,12,0,13,3,0,2,20
605483,"Snell, Blake",CH,2024,16.1329,60,0.2689,0.2784,5,0,8,3,0,1,14
605483,"Snell, Blake",CU,2022,19.3242,71,0.2722,0.2331,5,0,7,4,0,2,31
605483,"Snell, Blake",CU,2023,19.9112,155,0.1285,0.1411,8,0,8,1,0,3,99
605483,"Snell, Blake",CU,2024,16.1871,94,0.1722,0.1562,8,0,6,3,0,1,52
605483,"Snell, Blake",FF,2022,83.0173,241,0.3445,0.3318,33,1,35,11,2,6,55
605483,"Snell, Blake",FF,2023,106.0553,299,0.3547,0.4099,54,2,42,16,0,7,58
605483,"Snell, Blake",FF,2024,34.2945,127,0.27,0.2888,16,0,14,3,1,3,33
605483,"Snell, Blake",FF,2025,26.1087,68,0.384,0.3654,6,0,15,2,0,3,16
605483,"Snell, Blake",SL,2022,25.4505,120,0.2121,0.2013,3,1,12,4,0,3,59
605483,"Snell, Blake",SL,2023,16.8883,72,0.2346,0.2612,6,1,5,1,0,3,30
605488,"Springs, Jeffrey",CH,2022,34.5202,155,0.2227,0.2163,6,0,26,5,0,1,46
605488,"Springs, Jeffrey",CH,2025,52.0293,169,0.3079,0.2845,8,0,25,5,0,8,41
605488,"Springs, Jeffrey",FF,2022,36.3041,114,0.3185,0.3428,9,0,15,3,1,5,32
605488,"Springs, Jeffrey",FF,2025,66.0316,204,0.3237,0.3343,16,1,28,15,0,5,38
605488,"Springs, Jeffrey",SL,2022,25.6664,86,0.2984,0.3251,4,1,11,3,1,3,12
605488,"Springs, Jeffrey",SL,2025,35.8487,98,0.3658,0.3836,10,1,12,7,0,4,15
605507,"Thompson, Zach",CU,2022,25.2936,92,0.2749,0.2367,5,2,11,5,0,2,37
605507,"Thompson, Zach",FC,2022,47.0687,124,0.3796,0.3509,7,0,23,5,1,6,20
605507,"Thompson, Zach",FF,2022,19.9947,61,0.3278,0.3875,7,1,9,2,0,2,10
605507,"Thompson, Zach",SI,2022,43.8934,131,0.3351,0.3591,14,0,30,6,0,1,4
605513,"Turnbull, Spencer",FF,2024,25.115,70,0.3588,0.3914,11,0,10,4,0,2,12
605521,"Warren, Art",SL,2022,18.48,78,0.2369,0.3062,6,0,12,0,0,2,23
605538,"Wisler, Matt",SL,2022,25.7758,87,0.2963,0.3032,6,0,6,7,0,3,14
605540,"Woodruff, Brandon",FF,2022,50.3152,189,0.2662,0.2579,20,1,15,8,1,5,74
605540,"Woodruff, Brandon",FF,2023,22.945,80,0.2868,0.2371,7,2,3,4,0,4,38
605540,"Woodruff, Brandon",FF,2025,23.6305,94,0.2514,0.2299,6,1,8,4,0,3,48
605540,"Woodruff, Brandon",SI,2022,29.0274,101,0.2874,0.3358,6,4,18,4,0,1,16
605540,"Woodruff, Brandon",SI,2025,21.0842,62,0.3401,0.3111,4,0,12,1,0,3,9
606149,"Gallegos, Giovanny",FF,2022,17.9522,70,0.2565,0.2742,6,0,6,5,0,1,17
606149,"Gallegos, Giovanny",FF,2023,25.8787,79,0.3276,0.3258,3,0,15,5,0,2,17
606149,"Gallegos, Giovanny",SL,2022,21.0392,85,0.2475,0.2471,8,0,12,1,0,2,29
606149,"Gallegos, Giovanny",SL,2023,27.6738,84,0.3294,0.3273,5,0,7,5,0,5,27
606160,"Montero, Rafael",CH,2023,18.0841,61,0.2965,0.2748,7,0,13,1,1,0,14
606160,"Montero, Rafael",FF,2022,20.0345,80,0.2504,0.2674,9,1,9,3,0,1,28
606160,"Montero, Rafael",FF,2023,31.8926,93,0.3429,0.3279,13,1,12,3,0,4,31
606160,"Montero, Rafael",FF,2025,18.5105,60,0.3085,0.3978,10,0,9,2,0,1,10
606160,"Montero, Rafael",FS,2025,22.1791,80,0.2772,0.2793,14,0,6,3,0,2,19
606303,"Payamps, Joel",SL,2022,21.382,78,0.2741,0.298,2,1,15,2,1,1,20
606303,"Payamps, Joel",SL,2023,18.8074,82,0.2294,0.229,2,1,13,1,0,2,29
606303,"Payamps, Joel",SL,2024,18.1991,60,0.3033,0.2933,4,0,6,3,1,2,16
606424,"García, Jarlín",CH,2022,23.6714,78,0.3035,0.2842,2,0,13,3,0,3,17
606424,"García, Jarlín",FF,2022,34.6473,102,0.3397,0.331,9,0,13,3,1,5,24
606424,"García, Jarlín",SL,2022,15.1621,67,0.2263,0.2797,4,1,8,4,0,0,11
606625,"Moronta, Reyes",FF,2022,30.3484,80,0.3794,0.3365,11,1,7,4,1,4,11
606930,"Barnes, Jacob",FC,2024,29.7024,92,0.3229,0.3266,3,0,18,4,0,3,18
606930,"Barnes, Jacob",FF,2024,31.1042,90,0.3456,0.3593,8,0,10,6,0,4,16
606965,"Devenski, Chris",CH,2023,20.9047,78,0.268,0.2666,2,0,14,1,1,2,22
607067,"Rea, Colin",FC,2023,45.1831,103,0.4387,0.4091,17,0,10,6,1,7,7
607067,"Rea, Colin",FC,2024,45.0217,98,0.4594,0.4201,10,0,13,3,1,9,11
607067,"Rea, Colin",FF,2023,12.7775,77,0.1659,0.2796,2,2,5,1,0,2,32
607067,"Rea, Colin",FF,2024,24.9224,96,0.2596,0.3012,7,3,10,6,0,1,33
607067,"Rea, Colin",FF,2025,78.9629,215,0.3673,0.3554,18,1,31,15,1,8,34
607067,"Rea, Colin",SI,2023,42.5639,145,0.2935,0.3302,10,1,23,4,1,4,24
607067,"Rea, Colin",SI,2024,57.3784,148,0.3877,0.3813,13,1,28,8,0,6,17
607067,"Rea, Colin",ST,2024,7.0612,71,0.0995,0.1917,1,1,7,0,0,0,23
607074,"Rodón, Carlos",CH,2024,15.6138,78,0.2002,0.2287,5,0,9,2,0,1,20
607074,"Rodón, Carlos",CH,2025,24.7289,120,0.2061,0.2648,6,0,16,4,0,1,24
607074,"Rodón, Carlos",FF,2022,106.0932,395,0.2686,0.2647,38,0,40,22,0,8,128
607074,"Rodón, Carlos",FF,2023,64.7918,167,0.388,0.3851,18,1,24,7,0,10,28
607074,"Rodón, Carlos",FF,2024,103.3355,283,0.3651,0.3805,32,0,41,7,2,15,49
607074,"Rodón, Carlos",FF,2025,82.2991,239,0.3443,0.348,36,0,26,11,0,10,45
607074,"Rodón, Carlos",SL,2022,38.3816,207,0.1854,0.2058,10,2,28,4,0,1,84
607074,"Rodón, Carlos",SL,2023,23.5552,80,0.2944,0.2634,8,1,8,5,0,2,31
607074,"Rodón, Carlos",SL,2024,52.5912,186,0.2827,0.2272,8,8,15,10,1,6,78
607074,"Rodón, Carlos",SL,2025,41.189,192,0.2145,0.2395,15,4,13,5,0,5,75
607179,"Weems, Jordan",FF,2022,31.7558,85,0.3736,0.3137,7,0,7,4,2,5,17
607179,"Weems, Jordan",FF,2023,25.648,65,0.3946,0.3889,8,2,4,0,1,6,15
607179,"Weems, Jordan",FF,2024,31.5355,99,0.3185,0.3265,13,1,15,3,1,2,17
607179,"Weems, Jordan",SL,2023,16.8149,61,0.2757,0.2651,5,0,4,6,0,1,20
607192,"Glasnow, Tyler",CU,2023,13.3882,86,0.1557,0.1485,1,0,3,4,0,2,56
607192,"Glasnow, Tyler",CU,2024,7.4093,69,0.1074,0.1217,0,0,4,3,0,0,40
607192,"Glasnow, Tyler",CU,2025,8.2495,77,0.1071,0.1555,0,0,5,3,0,0,43
607192,"Glasnow, Tyler",FF,2023,55.1042,177,0.3113,0.3321,21,1,22,6,2,5,50
607192,"Glasnow, Tyler",FF,2024,56.2668,173,0.3252,0.3012,18,0,18,8,0,8,48
607192,"Glasnow, Tyler",FF,2025,41.7267,126,0.3312,0.3258,22,1,8,5,0,6,21
607192,"Glasnow, Tyler",SI,2025,21.134,68,0.3108,0.3627,13,1,9,4,0,0,16
607192,"Glasnow, Tyler",SL,2023,34.7678,119,0.2922,0.3422,7,0,20,5,0,3,25
607192,"Glasnow, Tyler",SL,2024,27.2681,103,0.2647,0.2699,5,0,11,3,2,3,37
607192,"Glasnow, Tyler",SL,2025,18.6484,62,0.3008,0.3323,4,1,7,0,0,4,18
607200,"Fedde, Erick",CH,2024,28.7481,95,0.3026,0.2804,6,0,14,5,1,2,21
607200,"Fedde, Erick",CH,2025,17.9217,61,0.2938,0.3556,7,2,8,3,1,0,4
607200,"Fedde, Erick",CU,2022,47.574,132,0.3604,0.3277,14,0,27,5,0,4,27
607200,"Fedde, Erick",FC,2022,49.2742,140,0.352,0.3397,11,0,19,5,0,8,26
607200,"Fedde, Erick",FC,2024,55.3365,177,0.3126,0.3082,14,0,27,9,0,5,38
607200,"Fedde, Erick",FC,2025,58.7379,134,0.4383,0.3658,6,0,27,10,1,7,18
607200,"Fedde, Erick",SI,2022,74.4278,189,0.3938,0.3791,21,0,40,10,0,6,21
607200,"Fedde, Erick",SI,2024,49.7586,176,0.2827,0.3138,10,2,30,8,1,2,46
607200,"Fedde, Erick",SI,2025,68.8336,175,0.3933,0.3958,22,1,37,9,0,5,22
607200,"Fedde, Erick",ST,2024,26.5537,111,0.2392,0.2448,4,1,9,5,1,3,26
607200,"Fedde, Erick",ST,2025,33.3872,122,0.2737,0.3013,11,0,14,4,0,4,25
607216,"Krehbiel, Joey",FF,2022,20.2545,60,0.3376,0.3235,5,1,6,3,0,3,9
607237,"Garrett, Amir",SL,2022,20.5352,90,0.2282,0.2527,11,1,9,3,1,0,26
607259,"Martinez, Nick",CH,2022,17.5095,77,0.2274,0.2492,7,1,6,2,0,2,24
607259,"Martinez, Nick",CH,2023,15.1985,92,0.1652,0.1878,3,0,10,2,0,1,37
